Club,Name,Club_Position,Club_Joining,Contract_Expiry,Nationality,National_Position,Rating,Height,Weight,Preferred_Foot,Birth_Date,Age,Preferred_Position,Weak_foot
Urawa Diamonds,Zlatan Ljubijankič,Sub,1/1/2015,2023.0,Slovenia,,72,186 cm,80 kg,Right,12/15/1983,33,ST/RWB,4
V. Guimarães,Alexandre Silva,Sub,7/12/2014,2017.0,Portugal,,70,177 cm,68 kg,Right,3/16/1997,20,RM/LM,3
V. Guimarães,Bernard Mensah,Sub,7/22/2015,2021.0,Ghana,,73,178 cm,65 kg,Right,10/17/1994,22,CAM/LM,3
V. Guimarães,Bongani Zungu,LCM,7/1/2016,2018.0,South Africa,,71,184 cm,76 kg,Right,10/9/1992,24,CM/CDM,2
V. Guimarães,Bruno Gaspar,RB,7/1/2015,2019.0,Portugal,,74,176 cm,69 kg,Right,4/21/1993,23,RB,3
V. Guimarães,Bruno Mendes,Sub,7/14/2015,2022.0,Brazil,,68,184 cm,77 kg,Right,8/2/1994,22,ST,3
V. Guimarães,David Texeira,Sub,9/14/2016,2017.0,Uruguay,,68,182 cm,81 kg,Right,2/27/1991,26,ST,4
V. Guimarães,Douglas,GK,1/1/2011,2019.0,Brazil,,74,188 cm,84 kg,Right,3/9/1983,34,GK,2
V. Guimarães,Fábio Sturgeon,Sub,1/29/2017,2020.0,Portugal,,74,183 cm,78 kg,Right,2/4/1994,23,RM/ST,4
V. Guimarães,Georgemy,Res,7/1/2016,2017.0,Brazil,,64,198 cm,88 kg,Right,8/15/1995,21,GK,2
V. Guimarães,Ghislain Konan,LB,1/28/2016,2019.0,Ivory Coast,,69,176 cm,71 kg,Left,12/27/1995,21,LB,3
V. Guimarães,Guillermo Celis,RCM,7/2/2016,2021.0,Colombia,,73,177 cm,74 kg,Right,5/8/1993,23,CDM,3
V. Guimarães,Hernâni,Sub,2/2/2015,2019.0,Portugal,,75,178 cm,69 kg,Left,8/20/1991,25,RM/LM,3
V. Guimarães,Josué,RCB,1/1/2012,2019.0,Portugal,,73,187 cm,81 kg,Right,6/17/1992,24,CB,3
V. Guimarães,João Aurélio,Sub,7/1/2016,2020.0,Portugal,,75,182 cm,75 kg,Right,8/17/1988,28,RB/CDM,3
V. Guimarães,João Vigário,Res,1/1/2015,2019.0,Portugal,,66,181 cm,74 kg,Left,11/20/1995,21,RM,3
V. Guimarães,Marcos Valente,Res,7/1/2016,2020.0,Portugal,,63,196 cm,90 kg,Right,2/4/1994,23,CB/CDM,3
V. Guimarães,Miguel Silva,Sub,7/1/2015,2020.0,Portugal,,73,188 cm,80 kg,Right,4/7/1995,21,GK,3
V. Guimarães,Moreno,Sub,7/4/2013,2017.0,Portugal,,70,188 cm,83 kg,Right,8/19/1981,35,CB,3
V. Guimarães,Moussa Marega,RW,1/25/2016,2020.0,Mali,,76,186 cm,83 kg,Right,4/14/1991,25,ST/RW,3
V. Guimarães,Nolan Mbemba,Res,7/1/2016,2019.0,France,,64,181 cm,75 kg,Right,2/19/1995,22,CM,3
V. Guimarães,Paolo Hurtado,CAM,8/12/2015,2018.0,Peru,LS,74,176 cm,72 kg,Right,7/27/1990,26,CAM/ST,4
V. Guimarães,Pedro Henrique,LCB,7/16/2015,2017.0,Brazil,,74,190 cm,85 kg,Left,12/18/1992,24,CB,2
V. Guimarães,Prince Désir Gouano,Sub,6/30/2016,2022.0,France,,71,186 cm,79 kg,Right,12/24/1994,22,CB,2
V. Guimarães,Rafael Martins,ST,1/24/2017,2021.0,Brazil,,72,177 cm,73 kg,Right,3/17/1989,28,ST,3
V. Guimarães,Raphinha,LW,2/1/2016,2020.0,Brazil,,75,176 cm,66 kg,Left,12/14/1996,20,LM,3
V. Guimarães,Rúben Ferreira,Sub,7/1/2016,2022.0,Portugal,,74,183 cm,67 kg,Left,2/17/1990,27,LB,3
V. Guimarães,Thibang Phete,Res,7/1/2015,2019.0,South Africa,,66,187 cm,77 kg,Right,4/4/1994,22,CM,3
V. Guimarães,Tozé,Sub,7/16/2015,2019.0,Portugal,,72,166 cm,61 kg,Right,1/14/1993,24,CAM/LM,3
V. Guimarães,Tyler Boyd,Res,7/1/2015,2019.0,New Zealand,,67,170 cm,74 kg,Right,12/30/1994,22,RM/LM,3
V. Setúbal,André Pedrosa,Res,8/30/2016,2020.0,Portugal,,62,185 cm,70 kg,Right,4/12/1997,19,CDM/CM,3
V. Setúbal,Arnold Issoko,RB,8/12/2015,2017.0,DR Congo,,71,185 cm,79 kg,Right,4/6/1992,24,RM/RB,3
V. Setúbal,Bruno Varela,GK,7/2/2016,2021.0,Portugal,,73,191 cm,87 kg,Right,11/4/1994,22,GK,3
V. Setúbal,Costinha,RCM,7/1/2015,2019.0,Portugal,,72,170 cm,64 kg,Right,8/25/1992,24,CAM/LM,4
V. Setúbal,Diego,Sub,7/4/2015,2018.0,Brazil,,64,188 cm,84 kg,Left,5/11/1979,37,GK,2
V. Setúbal,Edinho,ST,8/22/2016,2018.0,Portugal,,72,182 cm,75 kg,Right,7/7/1982,34,ST,3
V. Setúbal,Frederico Venâncio,RCB,1/1/2012,2018.0,Portugal,,74,186 cm,81 kg,Right,2/4/1993,24,CB,3
V. Setúbal,Fábio Cardoso,Sub,7/7/2016,2020.0,Portugal,,73,187 cm,81 kg,Right,4/19/1994,22,CB,3
V. Setúbal,Fábio Pacheco,Sub,7/1/2015,2017.0,Portugal,,73,180 cm,73 kg,Right,5/26/1988,28,CDM/CB,3
V. Setúbal,João Amaral,RM,7/1/2016,2019.0,Portugal,,69,172 cm,65 kg,Left,9/7/1991,25,RM/CAM,3
V. Setúbal,João Carvalho,LCM,1/1/2015,2021.0,Portugal,,69,170 cm,66 kg,Right,3/9/1997,20,CAM/CM,3
V. Setúbal,Luis Felipe,Sub,1/31/2017,2019.0,Brazil,,69,178 cm,74 kg,Right,4/8/1991,25,RB,3
V. Setúbal,Lukas Raeder,Sub,7/7/2014,2017.0,Germany,,67,194 cm,89 kg,Right,12/30/1993,23,GK,3
V. Setúbal,Meyong,Sub,1/25/2016,2017.0,Cameroon,,69,184 cm,78 kg,Right,10/19/1980,36,ST,4
V. Setúbal,Mikel Agu,CDM,7/1/2011,2017.0,Nigeria,,71,184 cm,77 kg,Right,5/27/1993,23,CDM,3
V. Setúbal,Nenê Bonilha,Sub,7/1/2016,2018.0,Brazil,,70,175 cm,69 kg,Right,2/17/1992,25,CM,3
V. Setúbal,Nuno Pinto,LB,7/3/2015,2017.0,Portugal,,75,173 cm,65 kg,Left,8/6/1986,30,LB,3
V. Setúbal,Nuno Santos,LM,7/1/2014,2021.0,Portugal,,70,179 cm,73 kg,Left,2/13/1995,22,LM/RM,2
V. Setúbal,Pedro Pinto,Sub,7/20/2016,2020.0,Portugal,,66,187 cm,78 kg,Right,11/8/1994,22,CB/RB,3
V. Setúbal,Pedro Trigueira,Sub,7/12/2016,2018.0,Portugal,,70,192 cm,79 kg,Right,1/4/1988,29,GK,3
V. Setúbal,Thiago Santana,Sub,1/1/2016,2019.0,Brazil,,67,184 cm,79 kg,Left,2/4/1993,24,ST,4
V. Setúbal,Toni Gorupec,Res,8/15/2015,2018.0,Croatia,,67,178 cm,73 kg,Right,7/4/1993,23,RB,4
V. Setúbal,Vasco Costa,Sub,7/1/2015,2018.0,Portugal,,67,184 cm,78 kg,Right,8/8/1991,25,ST/RM,3
V. Setúbal,Vasco Fernandes,LCB,7/3/2016,2018.0,Portugal,,72,182 cm,76 kg,Right,11/12/1986,30,CB,3
V. Setúbal,Zé Manuel,Sub,7/1/2016,2021.0,Portugal,,72,178 cm,71 kg,Right,10/23/1990,26,ST/LM,4
Valencia CF,Aderllan Santos,Sub,8/27/2015,2020.0,Brazil,,76,193 cm,83 kg,Right,4/9/1989,27,CB,2
Valencia CF,Ayala,Res,4/7/2014,2017.0,Spain,,67,179 cm,76 kg,Left,3/19/1993,24,CB/LB,2
Valencia CF,Aymen Abdennour,Sub,8/29/2015,2020.0,Tunisia,,78,187 cm,84 kg,Left,8/6/1989,27,CB/LB,3
Valencia CF,Carlos Soler,Sub,7/1/2015,2018.0,Spain,,75,183 cm,72 kg,Right,1/2/1997,20,CM/CAM,3
Valencia CF,Diego Alves,GK,7/1/2011,2019.0,Brazil,Sub,82,187 cm,83 kg,Left,6/24/1985,31,GK,2
Valencia CF,Eliaquim Mangala,LCB,8/11/2014,2019.0,France,,79,187 cm,84 kg,Left,2/13/1991,26,CB,4
Valencia CF,Enzo Pérez,RCM,1/1/2015,2019.0,Argentina,Sub,78,177 cm,71 kg,Right,2/22/1986,31,CM/CDM,4
Valencia CF,Eugeni,Res,7/1/2016,2019.0,Spain,,64,182 cm,73 kg,Right,7/19/1994,22,CAM/CM,3
Valencia CF,Ezequiel Garay,RCB,8/31/2016,2020.0,Argentina,,83,188 cm,77 kg,Right,10/10/1986,30,CB,3
Valencia CF,Fabián Orellana,CAM,1/1/2013,2019.0,Chile,Sub,81,171 cm,70 kg,Right,1/27/1986,31,RW/CM/LW,4
Valencia CF,Fran Villalba,Sub,6/1/2015,2020.0,Spain,,70,168 cm,65 kg,Right,5/11/1998,18,CAM/CM,3
Valencia CF,Gayà,LB,9/13/2012,2020.0,Spain,,79,172 cm,64 kg,Left,5/25/1995,21,LB,3
Valencia CF,Jaume,Sub,9/24/2013,2022.0,Spain,,75,187 cm,76 kg,Right,11/5/1990,26,GK,3
Valencia CF,Javi Jiménez,Res,7/1/2016,2017.0,Spain,,61,182 cm,70 kg,Right,3/11/1997,20,CB,3
Valencia CF,João Cancelo,Sub,5/26/2015,2021.0,Portugal,,79,182 cm,72 kg,Right,5/27/1994,22,RB/RW/RWB,3
Valencia CF,Lato,Res,7/1/2015,2020.0,Spain,,69,178 cm,74 kg,Left,11/21/1997,19,LB/LM,3
Valencia CF,Mario Suárez,Sub,1/30/2016,2020.0,Spain,,78,188 cm,80 kg,Right,2/24/1987,30,CM/CB,3
Valencia CF,Medrán,Sub,7/11/2016,2020.0,Spain,,76,176 cm,68 kg,Right,3/15/1994,23,CM/CAM,4
Valencia CF,Montoya,RB,7/29/2016,2020.0,Spain,,77,174 cm,72 kg,Right,4/14/1991,25,RB/LB,4
Valencia CF,Munir,RW,8/25/2014,2019.0,Spain,,75,175 cm,69 kg,Left,9/1/1995,21,RW/LW/CF,2
Valencia CF,Nacho Gil,Res,7/1/2015,2018.0,Spain,,65,176 cm,72 kg,Right,9/9/1995,21,CAM/LW,3
Valencia CF,Nani,LW,7/5/2016,2019.0,Portugal,Sub,83,175 cm,66 kg,Right,11/17/1986,30,LW/CAM/LM,4
Valencia CF,Parejo,LCM,7/1/2011,2020.0,Spain,,81,180 cm,75 kg,Right,4/16/1989,27,CM/CDM,4
Valencia CF,Quim Araujo,Res,1/28/2016,2017.0,Spain,,65,189 cm,81 kg,Right,3/10/1988,29,CAM/CF,4
Valencia CF,Rafa Mir,Res,11/20/2015,2017.0,Spain,,66,189 cm,75 kg,Right,6/18/1998,18,ST/RM,3
Valencia CF,Rodrigo,Sub,12/3/2014,2019.0,Spain,,77,181 cm,77 kg,Left,3/6/1991,26,ST/LW,3
Valencia CF,Salva Ruíz,Res,8/1/2012,2017.0,Spain,,66,179 cm,73 kg,Left,5/17/1995,21,LB/CB,3
Valencia CF,Santi Mina,Sub,7/4/2015,2021.0,Spain,,76,177 cm,71 kg,Right,12/7/1995,21,RW/LW/RM,3
Valencia CF,Simone Zaza,ST,7/7/2015,2020.0,Italy,,79,186 cm,83 kg,Left,6/25/1991,25,ST,3
Valencia CF,Siqueira,Sub,7/2/2014,2018.0,Brazil,,76,183 cm,76 kg,Left,4/28/1986,30,LB/LM,3
Valencia CF,Sito,Res,7/1/2015,2018.0,Spain,,62,180 cm,70 kg,Left,11/18/1996,20,LM/LW,3
Valencia CF,Sivera,Res,7/1/2013,2020.0,Spain,,66,184 cm,75 kg,Right,8/11/1996,20,GK,3
Valencia CF,Zakaria Bakkali,Sub,7/6/2015,2020.0,Belgium,,74,164 cm,60 kg,Right,1/26/1996,21,RW/LM,4
Valenciennes FC,Abdoul Aziz Kaboré,Sub,5/16/2014,2018.0,Burkina Faso,,62,186 cm,78 kg,Right,1/1/1994,23,CM/CDM,3
Valenciennes FC,Adil Azbague,Sub,1/1/2015,2020.0,Morocco,,56,187 cm,73 kg,Left,1/5/1995,22,LM,3
Valenciennes FC,Adrien Tamèze,RDM,7/24/2015,2018.0,France,,65,180 cm,78 kg,Right,2/4/1994,23,CDM,3
Valenciennes FC,Ahmed Kantari,LCB,6/11/2016,2018.0,Morocco,,69,185 cm,78 kg,Left,6/28/1985,31,CB,3
Valenciennes FC,Andy Faustin,Sub,7/30/2015,2018.0,Haiti,,60,182 cm,73 kg,Right,3/25/1997,20,ST/RM,3
Valenciennes FC,Angelo Fulgini,RM,7/1/2015,2018.0,France,,66,183 cm,71 kg,Right,8/20/1996,20,CM/RM,4
Valenciennes FC,Baptiste Aloé,Sub,5/1/2012,2017.0,France,,67,184 cm,77 kg,Right,6/29/1994,22,CB,3
Valenciennes FC,Cyrille Merville,Sub,8/8/2016,2018.0,France,,65,180 cm,78 kg,Right,4/14/1982,34,GK,2
Valenciennes FC,Damien Perquis,GK,7/18/2015,2018.0,France,,69,186 cm,82 kg,Right,3/8/1986,31,GK,3
Valenciennes FC,Edouard Butin,Sub,7/20/2015,2017.0,France,,66,180 cm,76 kg,Right,6/13/1988,28,ST,3
Valenciennes FC,Elhadj Dabo,Sub,5/28/2015,2018.0,Senegal,,57,181 cm,71 kg,Right,11/20/1995,21,CDM,3
Valenciennes FC,Eloge Enza-Yamissi,LDM,9/1/2015,2017.0,Central African Rep.,,68,175 cm,70 kg,Left,1/23/1983,34,CDM/CM,3
Valenciennes FC,Emmanuel Ntim,Sub,5/25/2016,2019.0,Ghana,,61,179 cm,72 kg,Right,3/12/1996,21,RB/CDM,2
Valenciennes FC,Ismaïl Haddou,Sub,8/17/2015,2020.0,France,,56,178 cm,75 kg,Right,2/15/1996,21,RW,3
Valenciennes FC,Joia Nuno Da Costa,ST,8/4/2015,2019.0,Cape Verde,,66,182 cm,70 kg,Right,2/10/1991,26,ST,3
Valenciennes FC,Julien Masson,Res,3/10/2017,2020.0,France,,56,180 cm,75 kg,Left,6/18/1998,18,CDM,2
Valenciennes FC,Kyle Duncan,Res,10/1/2015,2017.0,United States,,56,177 cm,63 kg,Right,8/8/1997,19,RB,3
Valenciennes FC,Lamine Ndao,Sub,5/22/2014,2018.0,Senegal,,64,178 cm,62 kg,Right,12/19/1994,22,RM/LM,4
Valenciennes FC,Lebo Mothiba,Sub,7/13/2016,2019.0,South Africa,,61,182 cm,80 kg,Right,1/28/1996,21,ST,3
Valenciennes FC,Loris Néry,RB,6/22/2012,2018.0,France,,68,174 cm,73 kg,Right,2/5/1991,26,RB,3
Valenciennes FC,Loïc Nestor,RCB,7/6/2015,2018.0,France,,67,179 cm,70 kg,Right,5/20/1989,27,CB/CDM,3
Valenciennes FC,Moussa Niakhaté,LB,10/17/2014,2018.0,France,,63,190 cm,80 kg,Left,3/8/1996,21,LB/CB,2
Valenciennes FC,Nicolas Kocik,Res,1/29/2016,2020.0,France,,58,185 cm,80 kg,Right,8/4/1998,18,GK,3
Valenciennes FC,Saliou Ciss,LM,8/27/2013,2017.0,Senegal,,68,175 cm,70 kg,Left,6/15/1989,27,LM/CM/RM,3
Valenciennes FC,Sigamary Diarra,Sub,8/22/2014,2018.0,Mali,,68,176 cm,74 kg,Left,1/10/1984,33,LM/ST,3
Valenciennes FC,Steve Ambri,Res,2/13/2017,2020.0,France,,58,178 cm,64 kg,Left,8/12/1997,19,ST/LM,3
Valenciennes FC,Sébastien Roudet,CAM,7/31/2015,2017.0,France,,69,174 cm,71 kg,Left,6/16/1981,35,CAM/LM,2
Vasco da Gama,Claudiosa Paes,RDM,2/1/2015,2020.0,Brazil,,68,177 cm,74 kg,Right,2/29/1992,25,CDM/CB,4
Vasco da Gama,Danilo Sacrio,LS,2/1/2015,2020.0,Brazil,,66,176 cm,72 kg,Right,2/29/1992,25,ST,3
Vasco da Gama,Denaldo Carneiro,RCB,2/1/2015,2020.0,Brazil,,72,186 cm,80 kg,Right,2/29/1988,29,CB,3
Vasco da Gama,Elton Coengo,LDM,2/1/2016,2020.0,Brazil,,65,181 cm,75 kg,Right,2/29/1988,29,CDM/CB,3
Vasco da Gama,Heitor Silbeira,LB,1/1/2016,2020.0,Brazil,,66,173 cm,68 kg,Left,2/29/1992,25,LB,3
Vasco da Gama,Heltinho Melo,RAM,1/1/2015,2020.0,Brazil,,71,174 cm,68 kg,Right,2/29/1984,33,CAM/RB,3
Vasco da Gama,Jackson Crusso,Sub,2/1/2015,2020.0,Brazil,,64,175 cm,73 kg,Right,2/29/1988,29,CDM,3
Vasco da Gama,Josi Mouraldo,Sub,2/17/2016,2020.0,Brazil,,63,182 cm,81 kg,Left,2/29/1992,25,CAM,2
Vasco da Gama,Kainho Selva,Sub,1/1/2016,2020.0,Brazil,,65,183 cm,79 kg,Right,2/29/1988,29,RB,2
Vasco da Gama,Leandro Vivenço,RS,6/23/2016,2020.0,Brazil,,72,174 cm,69 kg,Right,2/29/1988,29,ST,3
Vasco da Gama,Mairdel Sampaio,Sub,1/1/2016,2020.0,Brazil,,64,175 cm,71 kg,Right,2/29/1988,29,CAM,3
Vasco da Gama,Mateus Couteira,Sub,8/22/2016,2020.0,Brazil,,63,177 cm,75 kg,Right,2/29/1984,33,CB,3
Vasco da Gama,Matheus Bardeira,Sub,2/1/2015,2020.0,Brazil,,64,177 cm,80 kg,Right,2/29/1984,33,CDM,2
Vasco da Gama,Mauriçio Clerez,LCB,2/1/2015,2020.0,Brazil,,67,189 cm,81 kg,Right,2/29/1992,25,CB,3
Vasco da Gama,Márcio Velinha,Sub,1/1/2016,2020.0,Brazil,,68,188 cm,86 kg,Right,2/29/1988,29,GK,2
Vasco da Gama,Peter Torreiro,GK,1/1/2016,2020.0,Brazil,,69,185 cm,84 kg,Right,2/29/1992,25,GK,1
Vasco da Gama,Pietrson Mendes,LAM,2/1/2015,2020.0,Brazil,,73,173 cm,64 kg,Left,2/29/1984,33,CAM/ST,3
Vasco da Gama,Ricky Guerreda,RB,1/1/2016,2020.0,Brazil,,70,170 cm,67 kg,Right,2/29/1992,25,RB,4
Vasco da Gama,Venanzio Meirás,Sub,2/1/2016,2020.0,Brazil,,67,184 cm,77 kg,Left,2/29/1988,29,ST/CAM,4
Vasco da Gama,Villiam Moraes,Sub,1/1/2016,2020.0,Brazil,,66,176 cm,70 kg,Left,2/29/1988,29,LB,4
Vegalta Sendai,Crislan,Res,7/1/2015,2020.0,Brazil,,72,192 cm,86 kg,Left,3/13/1992,25,ST,4
Vegalta Sendai,Daniel Schmidt,Sub,1/1/2014,2020.0,Japan,,60,196 cm,90 kg,Right,2/3/1992,25,GK,3
Vegalta Sendai,Hiroaki Okuno,ST,1/1/2012,2020.0,Japan,,66,171 cm,67 kg,Right,8/14/1989,27,RM/ST,3
Vegalta Sendai,Hirotaka Mita,RCM,2/1/2017,2020.0,Japan,,63,173 cm,63 kg,Left,9/14/1990,26,CDM/CM,3
Vegalta Sendai,Jun Kanakubo,Sub,1/8/2015,2020.0,Japan,,62,171 cm,66 kg,Right,7/26/1987,29,RM,3
Vegalta Sendai,Katsuya Nagato,LM,1/1/2017,2020.0,Japan,,56,172 cm,71 kg,Left,1/15/1995,22,LB,3
Vegalta Sendai,Kazuki Oiwa,RCB,1/1/2016,2020.0,Japan,,64,183 cm,78 kg,Right,8/17/1989,27,RB/LB,3
Vegalta Sendai,Kei Ishikawa,Sub,1/1/2011,2020.0,Japan,,58,185 cm,83 kg,Right,9/30/1992,24,GK,2
Vegalta Sendai,Keita Fujimura,Sub,1/1/2012,2020.0,Japan,,57,182 cm,72 kg,Right,9/2/1993,23,CM,3
Vegalta Sendai,Keiya Shiihashi,Res,1/1/2016,2020.0,Japan,,53,177 cm,69 kg,Right,6/20/1997,19,CM,3
Vegalta Sendai,Kentaro Seki,GK,1/1/2008,2020.0,Japan,,59,178 cm,76 kg,Right,3/9/1986,31,GK,2
Vegalta Sendai,Koji Hachisuka,Sub,1/1/2013,2020.0,Japan,,64,180 cm,75 kg,Right,7/20/1990,26,RB,4
Vegalta Sendai,Masato Tokida,Sub,1/1/2016,2020.0,Japan,,53,187 cm,81 kg,Right,11/27/1997,19,CB,3
Vegalta Sendai,Masaya Kojima,Sub,7/20/2015,2020.0,Japan,,53,170 cm,64 kg,Right,11/9/1997,19,RB,3
Vegalta Sendai,Naoki Ishihara,RF,1/25/2017,2020.0,Japan,,62,173 cm,62 kg,Right,8/14/1984,32,CF/RW,2
Vegalta Sendai,Naoki Ishikawa,LCB,1/1/2013,2020.0,Japan,,64,180 cm,74 kg,Left,9/13/1985,31,LB,2
Vegalta Sendai,Naoki Sugai,RM,1/1/2003,2020.0,Japan,,64,178 cm,70 kg,Right,9/21/1984,32,RB/CDM,3
Vegalta Sendai,Pablo,Sub,7/6/2016,2020.0,Brazil,,62,175 cm,67 kg,Right,12/18/1992,24,ST/LW,3
Vegalta Sendai,Ryang Yong Gi,LF,1/1/2004,2021.0,Korea DPR,,62,173 cm,72 kg,Right,1/7/1982,35,LM,3
Vegalta Sendai,Shingo Tomita,LCM,1/1/2005,2020.0,Japan,,68,169 cm,64 kg,Right,6/20/1986,30,CDM,3
Vegalta Sendai,Shunsuke Motegi,Res,2/1/2016,2020.0,Japan,,61,168 cm,64 kg,Right,10/2/1996,20,RM,3
Vegalta Sendai,Sota Hirayama,Res,1/1/2017,2019.0,Japan,,62,190 cm,85 kg,Right,6/6/1985,31,ST,3
Vegalta Sendai,Takuma Nishimura,Sub,1/1/2015,2020.0,Japan,,55,178 cm,72 kg,Right,10/22/1996,20,ST,3
Vegalta Sendai,Takumi Sasaki,Res,1/1/2016,2020.0,Japan,,54,166 cm,59 kg,Right,3/30/1998,19,CAM,3
Vegalta Sendai,Takuya Nozawa,Sub,8/1/2014,2021.0,Japan,,60,176 cm,70 kg,Right,8/12/1981,35,ST,4
Vegalta Sendai,Tatsuya Masushima,Res,1/1/2011,2020.0,Japan,,63,180 cm,74 kg,Right,4/22/1985,31,CB,3
Vegalta Sendai,Yasuhiro Hiraoka,CB,2/1/2016,2017.0,Japan,,65,183 cm,70 kg,Right,5/23/1986,30,CB,3
Vegalta Sendai,Yoshihiro Nakano,Sub,1/1/2015,2020.0,Japan,,64,176 cm,66 kg,Right,2/24/1993,24,LM/LB,4
Vegalta Sendai,Yuto Sashinami,Sub,1/1/2016,2020.0,Japan,,53,168 cm,68 kg,Right,6/28/1993,23,CDM,3
Ventforet Kofu,Akihiro Hyodo,CM,1/1/2017,2020.0,Japan,,61,180 cm,73 kg,Left,5/12/1982,34,CM/CDM,3
Ventforet Kofu,Akito Kawamoto,Sub,1/1/2016,2020.0,Japan,,62,174 cm,71 kg,Right,5/1/1990,26,CF/ST,3
Ventforet Kofu,Dudú,RS,7/5/2016,2023.0,Brazil,,68,180 cm,75 kg,Right,4/21/1990,26,ST/RW/LM,3
Ventforet Kofu,Gabriel Rodrigues,Res,1/1/2017,2017.0,Brazil,,58,193 cm,86 kg,Right,2/15/1996,21,ST,3
Ventforet Kofu,Hideomi Yamamoto,CB,1/1/2003,2020.0,Japan,,59,175 cm,69 kg,Left,6/26/1980,36,CB,3
Ventforet Kofu,Hiroki Oka,GK,1/1/2016,2020.0,Japan,,56,185 cm,75 kg,Right,4/18/1988,28,GK,2
Ventforet Kofu,Hiroto Hatao,Sub,1/1/2014,2020.0,Japan,,62,183 cm,79 kg,Left,9/16/1990,26,CB,3
Ventforet Kofu,Katsuya Ishihara,Sub,1/1/2001,2020.0,Japan,,55,176 cm,64 kg,Right,10/2/1978,38,CAM,3
Ventforet Kofu,Kazunari Hosaka,Sub,1/1/2010,2020.0,Japan,,56,172 cm,63 kg,Right,3/24/1983,34,CM/CDM,2
Ventforet Kofu,Kohei Kawata,Sub,1/7/2015,2020.0,Japan,,64,184 cm,73 kg,Right,10/13/1987,29,GK,2
Ventforet Kofu,Kosuke Okanishi,Sub,1/1/2013,2020.0,Japan,,56,186 cm,80 kg,Left,7/17/1990,26,GK,3
Ventforet Kofu,Kota Mori,Sub,1/1/2016,2020.0,Japan,,57,175 cm,69 kg,Right,6/13/1997,19,ST,3
Ventforet Kofu,Masaru Matsuhashi,RWB,1/1/2011,2020.0,Japan,,60,173 cm,69 kg,Right,3/22/1985,32,RM/CB,4
Ventforet Kofu,Masato Kurogi,Res,1/1/2016,2020.0,Japan,,60,180 cm,72 kg,Right,10/24/1989,27,CM/CDM,2
Ventforet Kofu,Oliver Bozanic,Res,3/16/2017,2020.0,Australia,,66,183 cm,77 kg,Left,1/8/1989,28,CM/CDM,3
Ventforet Kofu,Ryo Shinzato,LCB,1/5/2016,2020.0,Japan,,62,184 cm,70 kg,Right,7/2/1990,26,CB,3
Ventforet Kofu,Ryohei Arai,RCB,1/1/2013,2020.0,Japan,,63,183 cm,67 kg,Right,11/3/1990,26,CB/CM,3
Ventforet Kofu,Ryohei Michibuchi,Sub,1/1/2017,2020.0,Japan,,51,177 cm,74 kg,Right,6/4/1994,22,CM/CAM,3
Ventforet Kofu,Shohei Abe,Res,3/20/2017,2021.0,Japan,,64,171 cm,70 kg,Left,12/1/1983,33,LB/LM,3
Ventforet Kofu,Shohei Ogura,RCM,2/1/2017,2020.0,Japan,,62,175 cm,67 kg,Right,9/8/1985,31,CDM/CB,3
Ventforet Kofu,Shun Kumagai,Res,1/1/2015,2020.0,Japan,,57,190 cm,84 kg,Right,8/7/1996,20,ST,2
Ventforet Kofu,Takuma Tsuda,Sub,1/1/2008,2020.0,Japan,,59,179 cm,71 kg,Right,10/4/1980,36,CB,4
Ventforet Kofu,Toshio Shimakawa,Res,7/26/2016,2017.0,Japan,,57,180 cm,75 kg,Right,5/8/1990,26,CDM,2
Ventforet Kofu,Wilson,LS,1/25/2017,2021.0,Brazil,,67,181 cm,75 kg,Right,3/21/1985,32,ST,3
Ventforet Kofu,Yuki Hashizume,LWB,1/1/2013,2020.0,Japan,,62,175 cm,65 kg,Right,8/10/1990,26,RM/LB,3
Ventforet Kofu,Yuki Horigome,Sub,1/1/2017,2020.0,Japan,,61,168 cm,62 kg,Left,12/13/1992,24,LM/RM,4
Ventforet Kofu,Yukio Tsuchiya,Sub,1/1/2013,2020.0,Japan,,58,177 cm,73 kg,Right,7/31/1974,42,CB,3
Ventforet Kofu,Yusuke Tanaka,LCM,1/1/2016,2020.0,Japan,,64,176 cm,75 kg,Left,2/3/1986,31,LM/CF,3
Ventforet Kofu,Yutaka Soneda,Res,1/1/2017,2020.0,Japan,,50,171 cm,69 kg,Right,8/29/1994,22,CDM,3
Ventforet Kofu,Éder Lima,Sub,2/17/2017,2022.0,Brazil,,64,187 cm,72 kg,Left,2/5/1986,31,CB/LB,2
Veracruz,Adrián Luna,Res,6/14/2016,2017.0,Uruguay,,66,169 cm,60 kg,Right,4/12/1992,24,RM/LM,3
Veracruz,Agustín Vuletich,Sub,8/19/2016,2023.0,Argentina,,68,185 cm,79 kg,Right,11/3/1991,25,ST,3
Veracruz,Antonio Briseño,LB,6/8/2014,2021.0,Mexico,,67,184 cm,72 kg,Right,2/5/1994,23,CB,2
Veracruz,Cristian Erbes,Res,7/1/2016,2021.0,Argentina,,72,172 cm,75 kg,Right,1/6/1990,27,CDM,2
Veracruz,Cristian Pellerano,RDM,1/1/2015,2022.0,Argentina,,72,182 cm,74 kg,Right,2/1/1982,35,CM/CDM,3
Veracruz,Daniel Villalva,RM,6/27/2014,2017.0,Argentina,,73,158 cm,61 kg,Right,7/6/1992,24,LM/CF,4
