Nationality,Name,Club,Birth_Date,Age,National_Position,Club_Position,Preferred_Position,Rating,Height,Weight,Preferred_Foot,Weak_foot
United States,Quentin Westberg,Tours FC,4/25/1986,30,Sub,Sub,GK,65,183 cm,78 kg,Right,3
United States,Quincy Amarikwa,SJ Earthquakes,10/29/1987,29,Sub,Sub,ST,68,175 cm,81 kg,Right,3
United States,RJ Allen,NYCFC,4/17/1990,26,Sub,Sub,RB,66,183 cm,79 kg,Right,2
United States,Rafael Diaz,NY Red Bulls,10/8/1991,25,Res,Res,GK,51,183 cm,73 kg,Right,2
United States,Rafael Garcia,LA Galaxy,12/19/1988,28,RB,RB,CDM/CM,63,167 cm,68 kg,Right,2
United States,Raymon Gaddis,Philadelphia,1/13/1990,27,Sub,Sub,RB/LB,66,175 cm,68 kg,Right,3
United States,Reagan Dunk,Real Salt Lake,2/7/1994,23,Sub,Sub,RB,51,180 cm,77 kg,Right,3
United States,Reggie Cannon,FC Dallas,6/11/1998,18,Res,Res,RB,52,180 cm,75 kg,Right,2
United States,Ricardo Clark,Houston Dynamo,2/10/1983,34,RCM,RCM,CM/CDM,68,178 cm,73 kg,Right,3
United States,Ricardo Velazco,Real Salt Lake,5/26/1993,23,Sub,Sub,ST,56,173 cm,68 kg,Right,3
United States,Richie Marquez,Philadelphia,5/26/1992,24,LCB,LCB,CB,68,188 cm,84 kg,Right,2
United States,Robbie Rogers,LA Galaxy,5/12/1987,29,Sub,Sub,RB/LB,70,178 cm,69 kg,Right,5
United States,Rubio Rubin,Silkeborg IF,3/1/1996,21,Res,Res,ST,67,180 cm,73 kg,Right,3
United States,Russell Canouse,VfL Bochum,6/11/1995,21,Sub,Sub,CDM/RB,62,177 cm,76 kg,Right,3
United States,Ryan Hollingshead,FC Dallas,4/16/1991,25,Sub,Sub,RB/RM/LM,70,185 cm,81 kg,Right,3
United States,Saad Abdul-Salaam,Sporting KC,9/8/1991,25,Sub,Sub,RB/LB,66,193 cm,84 kg,Right,3
United States,Sacha Kljestan,NY Red Bulls,9/9/1985,31,RCM,RAM,CAM/CM,76,185 cm,77 kg,Right,4
United States,Sal Zizzo,NY Red Bulls,4/3/1987,29,RB,RB,RB,65,173 cm,73 kg,Right,4
United States,Sam Cronin,Colorado Rapids,12/12/1986,30,RDM,RDM,CDM,67,178 cm,75 kg,Right,3
United States,Sam Hamilton,Colorado Rapids,7/26/1995,21,Sub,Sub,CM,53,183 cm,84 kg,Right,2
United States,Scott Caldwell,New England,3/15/1991,26,RCM,RCM,CDM/CM,67,173 cm,68 kg,Right,2
United States,Sean Davis,NY Red Bulls,2/8/1993,24,LDM,LDM,CM/CDM,65,183 cm,75 kg,Right,4
United States,Sean Franklin,D.C. United,3/21/1985,32,RCB,RCB,RB/CB,69,178 cm,73 kg,Right,2
United States,Sean Johnson,NYCFC,5/31/1989,27,GK,GK,GK,68,190 cm,98 kg,Right,2
United States,Sean Okoli,NYCFC,2/3/1993,24,Sub,Sub,ST,64,185 cm,82 kg,Right,2
United States,Sebastian Lletget,LA Galaxy,9/3/1992,24,Sub,CAM,RM/CM/CDM,72,180 cm,74 kg,Right,5
United States,Sebastian Saucedo,Real Salt Lake,1/22/1997,20,LM,LM,CAM/RW,61,170 cm,66 kg,Right,2
United States,Servando Carrasco,Orlando City,8/13/1988,28,RDM,RDM,CDM,66,180 cm,77 kg,Right,3
United States,Seth Sinovic,Sporting KC,1/28/1987,30,LB,LB,LB/RB,66,178 cm,77 kg,Left,3
United States,Seyi Adekoya,Sounders FC,12/5/1995,21,Sub,Sub,ST,59,180 cm,77 kg,Right,3
United States,Shea Salinas,SJ Earthquakes,6/24/1986,30,Sub,Sub,LM/RM,68,178 cm,68 kg,Right,2
United States,Sheanon Williams,Whitecaps FC,3/17/1990,27,RB,RB,RB/LB,66,180 cm,77 kg,Right,3
United States,Spencer Richey,Whitecaps FC,5/30/1992,24,Res,Res,GK,59,185 cm,88 kg,Right,2
United States,Stefan Cleveland,Chicago Fire,5/24/1994,22,Res,Res,GK,58,188 cm,84 kg,Left,2
United States,Steve Birnbaum,D.C. United,1/23/1991,26,Sub,LCB,CB,73,185 cm,81 kg,Right,2
United States,Steve Clark,AC Horsens,4/14/1986,30,GK,GK,GK,71,188 cm,87 kg,Right,3
United States,Taylor Hunter,Houston Dynamo,7/7/1993,23,Res,Res,CB,51,183 cm,73 kg,Right,2
United States,Taylor Kemp,D.C. United,7/23/1990,26,LB,LB,LB,68,180 cm,69 kg,Left,3
United States,Teal Bunbury,New England,2/17/1990,27,Sub,Sub,RW/RM,67,188 cm,78 kg,Right,3
United States,Terrence Boyd,SV Darmstadt,2/16/1991,26,Sub,Sub,ST,67,188 cm,89 kg,Right,3
United States,Thomas McNamara,NYCFC,2/6/1991,26,Sub,Sub,LW/CM,68,175 cm,77 kg,Right,3
United States,Tim Howard,Colorado Rapids,3/6/1979,38,GK,GK,GK,79,191 cm,88 kg,Right,3
United States,Tim Melia,Sporting KC,5/15/1986,30,GK,GK,GK,68,185 cm,86 kg,Right,2
United States,Tim Parker,Whitecaps FC,2/23/1993,24,RCB,RCB,CB/RB,69,188 cm,88 kg,Right,2
United States,Tim Ream,Fulham,10/5/1987,29,LCB,LCB,CB/LB,70,185 cm,73 kg,Left,3
United States,Timmy Chandler,Eint. Frankfurt,3/29/1990,27,Sub,RWB,RB/RWB,76,186 cm,81 kg,Right,3
United States,Tommy Redding,Orlando City,1/24/1997,20,Res,Res,CB,66,188 cm,79 kg,Right,2
United States,Tommy Thompson,SJ Earthquakes,8/15/1995,21,Sub,Sub,CAM/CM/ST,67,170 cm,65 kg,Right,2
United States,Tony Beltran,Real Salt Lake,10/11/1987,29,RB,RB,RB,66,173 cm,68 kg,Right,3
United States,Travis Worra,D.C. United,4/9/1993,23,Sub,Sub,GK,62,191 cm,79 kg,Left,2
United States,Tyler Adams,NY Red Bulls,2/14/1999,18,Res,Res,CDM,57,175 cm,68 kg,Right,3
United States,Tyler Deric,Houston Dynamo,8/30/1988,28,GK,GK,GK,68,191 cm,84 kg,Right,2
United States,Tyler Miller,Sounders FC,3/12/1993,24,Sub,Sub,GK,58,193 cm,88 kg,Right,2
United States,Ventura Alvarado,Santos Laguna,8/16/1992,24,Sub,Sub,CB,67,181 cm,76 kg,Right,3
United States,Walker Hume,FC Dallas,8/21/1993,23,Res,Res,CB,52,196 cm,92 kg,Right,3
United States,Walker Zimmerman,FC Dallas,5/19/1993,23,RCB,RCB,CB,73,191 cm,84 kg,Right,3
United States,Wil Trapp,Columbus Crew SC,1/15/1993,24,LCM,LCM,CDM,70,173 cm,68 kg,Right,2
United States,Will Bruin,Sounders FC,10/24/1989,27,Sub,Sub,ST,68,188 cm,88 kg,Right,3
United States,William Yarbrough,León,3/20/1989,28,GK,GK,GK,69,187 cm,73 kg,Right,3
United States,Zac MacMath,Colorado Rapids,8/7/1991,25,Sub,Sub,GK,67,188 cm,88 kg,Right,2
United States,Zach Mathers,Sounders FC,4/14/1994,22,Sub,Sub,CAM/CM,54,180 cm,78 kg,Left,3
United States,Zack Steffen,Columbus Crew SC,4/2/1995,21,GK,GK,GK,64,191 cm,84 kg,Right,3
United States,Zarek Valentin,Portland,8/6/1991,25,LB,LB,RB/CB,66,183 cm,73 kg,Right,3
Uruguay,Abel Hernández,Hull City,8/8/1990,26,Sub,ST,ST,75,185 cm,73 kg,Left,3
Uruguay,Adolfo Lima,Al Wehda,7/24/1990,26,LW,LW,RM/LW,65,176 cm,69 kg,Left,4
Uruguay,Adrián Balboa,Junín,1/19/1994,23,Sub,Sub,ST,64,186 cm,81 kg,Right,3
Uruguay,Adrián Luna,Veracruz,4/12/1992,24,Res,Res,RM/LM,66,169 cm,60 kg,Right,3
Uruguay,Agustín Cedrés,Royal Mouscron,5/28/1998,18,Res,Res,CM,56,180 cm,70 kg,Right,3
Uruguay,Alejandro González,Avellino,3/23/1988,29,RB,RB,CB/RB,69,184 cm,79 kg,Right,3
Uruguay,Alejandro Silva,Lanús,9/4/1989,27,LB,RW,RW/RB,72,178 cm,67 kg,Right,4
Uruguay,Andrés Schetino,Sevilla Atlét.,5/26/1994,22,Sub,Sub,CDM/CM,68,183 cm,73 kg,Right,3
Uruguay,Aníbal Hernández,Atlético Huila,6/29/1986,30,Sub,Sub,CAM,64,173 cm,76 kg,Right,3
Uruguay,Brahian Alemán,G. La Plata,12/23/1989,27,CAM,CAM,LM/CM,73,178 cm,79 kg,Left,3
Uruguay,Braian Rodríguez,Pachuca,8/14/1986,30,Sub,Sub,ST,68,190 cm,91 kg,Right,3
Uruguay,Bruno Fornaroli,Melbourne City,9/7/1987,29,ST,ST,ST,76,174 cm,68 kg,Right,4
Uruguay,Bruno Piñatares,WS Wanderers,6/25/1990,26,Sub,Sub,CDM,63,183 cm,80 kg,Left,3
Uruguay,Camilo Mayada,River Plate,1/8/1991,26,Sub,Sub,RM/RB,73,174 cm,75 kg,Right,2
Uruguay,Carlos Rodríguez,Bahía Blanca,4/7/1990,26,Sub,Sub,CB,67,186 cm,88 kg,Right,2
Uruguay,Carlos Sánchez,Monterrey,12/2/1984,32,RM,CAM,RM/CAM,78,170 cm,66 kg,Right,4
Uruguay,Carlos de Pena,Real Oviedo,3/11/1992,25,Res,Res,LM,62,177 cm,70 kg,Left,3
Uruguay,Christian Stuani,Middlesbrough,10/12/1986,30,Sub,Sub,RM/ST,74,184 cm,72 kg,Right,3
Uruguay,Christian Tabó,Atlas,11/23/1993,23,Sub,Sub,LM,65,174 cm,70 kg,Right,3
Uruguay,Christian Vaquero,Boyacá Chicó,1/8/1986,31,Res,Res,ST,60,181 cm,75 kg,Left,3
Uruguay,Cristian González,Sevilla Atlét.,7/23/1996,20,Sub,Sub,CB/RB,69,185 cm,76 kg,Right,3
Uruguay,Cristian Techera,Whitecaps FC,5/31/1992,24,RM,RM,RM/LM,69,158 cm,68 kg,Left,4
Uruguay,César Falletti,Terni,12/2/1992,24,LW,LW,CAM/RW,68,170 cm,65 kg,Right,3
Uruguay,Damián Suárez,Getafe CF,4/27/1988,28,RB,RB,RB/RWB,74,172 cm,61 kg,Right,3
Uruguay,David Terans,Wanderers,8/11/1994,22,LM,LM,LM/CAM,71,176 cm,73 kg,Left,3
Uruguay,David Texeira,V. Guimarães,2/27/1991,26,Sub,Sub,ST,68,182 cm,81 kg,Right,4
Uruguay,Diego Cháves,San Juan,2/14/1986,31,Sub,Sub,ST,68,178 cm,73 kg,Right,4
Uruguay,Diego Fagundez,New England,2/14/1995,22,LCM,LCM,LM,68,173 cm,57 kg,Right,2
Uruguay,Diego Godín,Atlético Madrid,2/16/1986,31,LCB,LCB,CB,88,185 cm,73 kg,Right,3
Uruguay,Diego Gurri,Tigre,2/23/1993,24,LM,LM,RM,58,178 cm,64 kg,Right,3
Uruguay,Diego Laxalt,Genoa,2/7/1993,24,Sub,LM,LM,76,178 cm,66 kg,Left,3
Uruguay,Diego Poyet,Godoy Cruz,5/8/1995,21,Res,Res,CDM,67,183 cm,74 kg,Right,3
Uruguay,Diego Riolfo,Necaxa,1/8/1990,27,Sub,Sub,RM,64,176 cm,70 kg,Right,3
Uruguay,Diego Rodríguez,Independiente,9/4/1989,27,RCM,RCM,CDM,71,169 cm,68 kg,Right,3
Uruguay,Diego Rolán,Giron. Bordeaux,3/24/1993,24,Sub,ST,ST/LW,77,176 cm,71 kg,Right,4
Uruguay,Diego Vera,Santa Fe,1/5/1985,32,LS,LS,ST,73,181 cm,74 kg,Right,3
Uruguay,Diego Zabala,Vélez Sarsfield,9/19/1991,25,RM,RM,RM/LM,65,172 cm,64 kg,Right,2
Uruguay,Edinson Cavani,PSG,2/14/1987,30,RS,ST,ST,86,184 cm,71 kg,Right,3
Uruguay,Egidio Arévalo Ríos,Veracruz,1/1/1982,35,LCM,LDM,CDM/CM,71,168 cm,73 kg,Right,4
Uruguay,Eirick Cabaco,AS Nancy,4/19/1995,21,Res,Res,CB,67,186 cm,75 kg,Right,2
Uruguay,Emiliano Romero,Rafaela,9/30/1992,24,Res,Res,CM,66,180 cm,70 kg,Right,3
Uruguay,Emiliano Tellechea,Bahía Blanca,6/5/1987,29,RM,RM,RW/CM,65,172 cm,75 kg,Right,3
Uruguay,Emiliano Velázquez,SC Braga,4/30/1994,22,Sub,Sub,CB,74,185 cm,79 kg,Right,3
Uruguay,Emilio Mac Eachen,Necaxa,4/5/1992,24,Sub,Sub,CB/LB,65,183 cm,78 kg,Left,2
Uruguay,Ernesto Hernández,Águilas Doradas,7/26/1985,31,GK,GK,GK,70,184 cm,86 kg,Right,2
Uruguay,Fabricio Formiliano,Newell's,1/14/1993,24,Sub,Sub,CB,66,185 cm,79 kg,Right,3
Uruguay,Facundo Barceló,San Juan,3/31/1993,23,Sub,Sub,ST,60,174 cm,78 kg,Right,3
Uruguay,Facundo Píriz,Terek Grozny,3/27/1990,27,RDM,RDM,CDM,69,189 cm,80 kg,Right,3
Uruguay,Federico Pérez,Wanderers,1/23/1986,31,Sub,Sub,LB/CB,63,180 cm,75 kg,Left,2
Uruguay,Federico Ricca,Málaga CF,12/1/1994,22,Sub,Sub,LB,75,179 cm,72 kg,Left,3
Uruguay,Felipe Carvalho,Malmö FF,9/18/1993,23,Res,Res,CB,62,188 cm,96 kg,Left,2
Uruguay,Felipe Nicolás Avenatti,Terni,4/26/1993,23,ST,ST,ST,69,196 cm,86 kg,Left,2
Uruguay,Fernando Néstor Muslera,Galatasaray,6/16/1986,30,GK,GK,GK,82,190 cm,84 kg,Right,2
Uruguay,Franco Acosta,Villarreal CF,3/5/1996,21,Res,Res,ST,65,177 cm,72 kg,Right,3
Uruguay,Gaston Brugman,Pescara,9/7/1992,24,CM,CM,CM/CDM,69,175 cm,66 kg,Right,3
Uruguay,Gastón Guruceaga,Free Agents,3/15/1995,22,Sub,Res,GK,73,189 cm,86 kg,Right,3
Uruguay,Gastón Pereiro,PSV,6/11/1995,21,RW,RW,RW/LW,75,188 cm,76 kg,Left,2
Uruguay,Gastón Ramírez,Middlesbrough,12/2/1990,26,Sub,Sub,CAM/RM,79,183 cm,77 kg,Left,3
Uruguay,Gastón Silva,Granada CF,3/5/1994,23,LCB,LCB,CB/LM,72,183 cm,75 kg,Left,2
Uruguay,Gerardo Alcoba,U.N.A.M.,11/25/1984,32,RCB,RCB,CB,76,183 cm,80 kg,Right,2
Uruguay,Gonzalo Barreto,Uni. Concepción,1/22/1992,25,ST,ST,ST/RW,67,175 cm,71 kg,Right,3
Uruguay,Gonzalo Castro,Málaga CF,9/14/1984,32,LM,LM,LM,76,176 cm,70 kg,Left,3
Uruguay,Gonzalo Papa,Sarandí,5/6/1989,27,CDM,CDM,CDM/CM,70,178 cm,71 kg,Right,2
Uruguay,Gonzalo Ramos,Puebla,5/16/1991,25,Sub,Sub,CAM,66,177 cm,75 kg,Right,3
Uruguay,Guillermo Cotugno,CA Talleres,3/12/1995,22,Sub,Sub,LB/CB,64,177 cm,75 kg,Right,4
Uruguay,Guillermo Rodríguez,Chiapas,3/21/1984,33,Res,Res,CB,69,185 cm,75 kg,Right,3
Uruguay,Guillermo Varela,Eint. Frankfurt,3/24/1993,24,Sub,Sub,RB,69,174 cm,70 kg,Right,3
Uruguay,Hamilton Pereira,Junín,6/26/1987,29,Sub,Sub,CDM/CM,66,180 cm,76 kg,Right,3
Uruguay,Hernán Menosse,Rosario Central,4/28/1987,29,Sub,Sub,CB,72,186 cm,76 kg,Right,3
Uruguay,Ignacio Lores Varela,Pisa,4/26/1991,25,Res,Res,LW/RW,67,182 cm,73 kg,Left,3
Uruguay,Ignacio Rivero,Fl. Varela,4/10/1992,24,RWB,RWB,CDM,62,182 cm,71 kg,Right,3
Uruguay,Iván Alonso,River Plate,4/10/1979,37,Sub,Sub,ST,72,180 cm,78 kg,Left,3
Uruguay,Jaime Báez,La Spezia,4/25/1995,21,Sub,Sub,LW/ST,62,180 cm,74 kg,Right,3
Uruguay,Joaquín Aguirre,La Equidad,3/23/1991,26,CDM,CDM,CB/CDM,62,181 cm,77 kg,Right,2
Uruguay,Joaquín Boghossian,Sarandí,6/19/1987,29,RS,RS,ST,66,197 cm,94 kg,Right,2
Uruguay,Jonathan Charquero,Wanderers,2/21/1989,28,Sub,Sub,ST/CF,62,183 cm,77 kg,Right,3
Uruguay,Jonathan Damián Iglesias,Clermont Foot,12/17/1988,28,Sub,Sub,CM/CAM,65,170 cm,69 kg,Right,3
Uruguay,Jonathan Rodríguez,Santos Laguna,7/6/1993,23,LS,LS,ST,72,179 cm,77 kg,Right,3
Uruguay,Jonathan Urretaviscaya,Pachuca,3/19/1990,27,Sub,RW,RW/LW,74,172 cm,66 kg,Right,3
Uruguay,Jorge Bava,Chicago Fire,8/2/1981,35,GK,GK,GK,70,193 cm,85 kg,Right,1
Uruguay,Jorge Díaz,CF Reus Deportiu,6/28/1989,27,RM,RM,RM/LW,69,169 cm,72 kg,Left,3
Uruguay,José Aja,Orlando City,5/10/1993,23,RCB,RCB,CB,69,193 cm,84 kg,Right,3
Uruguay,José María Giménez,Atlético Madrid,1/20/1995,22,RCB,Sub,CB,83,185 cm,80 kg,Right,3
Uruguay,Juan Ángel Albín,Veracruz,7/17/1986,30,Sub,Sub,CAM,73,180 cm,85 kg,Left,2
Uruguay,Kevin Méndez,FC Lausanne,1/10/1996,21,Sub,Sub,CAM/CF,66,174 cm,67 kg,Right,3
Uruguay,Leandro Cabrera,Real Zaragoza,9/6/1991,25,LCB,LCB,CB/LB,71,187 cm,80 kg,Left,3
Uruguay,Leandro Gelpi,La Equidad,2/27/1991,26,Sub,Sub,GK,63,185 cm,83 kg,Left,2
Uruguay,Leandro Rodríguez,Waasl. Beveren,11/19/1992,24,Sub,Sub,ST/CF,65,179 cm,68 kg,Right,3
Uruguay,Leandro Sosa,Mar del Plata,3/18/1991,26,LM,LM,CM,64,177 cm,70 kg,Left,2
Uruguay,Lucas Torreira,Sampdoria,2/11/1996,21,CM,CM,CM,75,168 cm,64 kg,Right,3
Uruguay,Luis Suárez,FC Barcelona,1/24/1987,30,LS,ST,ST,92,182 cm,85 kg,Right,4
Uruguay,Marcelo Silva,Real Zaragoza,3/21/1989,28,RCB,RCB,CB,71,185 cm,83 kg,Right,3
Uruguay,Mario Risso,Parque Patricios,1/31/1988,29,Sub,Sub,CB,69,193 cm,88 kg,Right,3
Uruguay,Martín Campaña,Independiente,5/29/1989,27,Sub,GK,GK,77,187 cm,86 kg,Right,3
Uruguay,Martín Cauteruccio,Cruz Azul,4/14/1987,29,ST,ST,ST/RM,75,180 cm,76 kg,Right,3
Uruguay,Martín Cáceres,Southampton,4/7/1987,29,Res,Res,CB/RB,81,180 cm,78 kg,Right,3
Uruguay,Mateo Figoli,Atlético Huila,8/3/1984,32,CAM,CAM,CAM/LM,69,172 cm,72 kg,Right,3
Uruguay,Mathias Abero,Rafaela,4/9/1990,26,LB,LB,LB/LM,69,184 cm,81 kg,Left,2
Uruguay,Mathías Corujo,San Lorenzo,5/8/1986,30,Sub,RB,RB/CM,74,170 cm,73 kg,Right,3
Uruguay,Mathías Riquero,Depor. Iquique,8/29/1982,34,RCM,RCM,CDM/CM,71,179 cm,78 kg,Right,3
Uruguay,Matias Vecino,Fiorentina,8/24/1991,25,RCM,RCM,CM/CDM,77,187 cm,81 kg,Right,3
Uruguay,Matías Aguirregaray,Estudiantes,4/1/1989,27,Sub,Sub,LB/RB,72,177 cm,78 kg,Right,3
Uruguay,Matías Britos,U.N.A.M.,11/26/1988,28,Sub,Sub,ST/CF,76,169 cm,63 kg,Left,3
Uruguay,Matías Castro,Unión,10/24/1987,29,Sub,Sub,GK,65,180 cm,73 kg,Right,3
Uruguay,Mauricio Lemos,UD Las Palmas,12/28/1995,21,RCB,RCB,CB,77,187 cm,80 kg,Right,3
Uruguay,Mauricio Pereyra,FC Krasnodar,3/15/1990,27,RCM,RCM,CM/RW,76,170 cm,63 kg,Right,2
Uruguay,Mauro Arambarri,Giron. Bordeaux,9/30/1995,21,Sub,Sub,CM/CDM,67,175 cm,76 kg,Right,3
Uruguay,Mauro Goicoechea,Toulouse FC,3/27/1988,29,Sub,Sub,GK,70,186 cm,82 kg,Right,2
Uruguay,Maximiliano Calzada,Sarandí,4/21/1990,26,Res,Res,CM,65,170 cm,69 kg,Right,3
Uruguay,Maximiliano Olivera,Fiorentina,3/5/1992,25,Sub,Sub,LB/LM,70,181 cm,72 kg,Left,3
Uruguay,Maximiliano Pereira,FC Porto,6/8/1984,32,RB,RB,RB,79,173 cm,73 kg,Right,3
Uruguay,Maximiliano Sigales,Godoy Cruz,9/30/1993,23,Sub,Sub,ST,68,184 cm,79 kg,Right,4
Uruguay,Michael Santos,Málaga CF,3/13/1993,24,Sub,Sub,ST/RM,72,174 cm,68 kg,Right,3
Uruguay,Miguel Angel Britos,Watford,7/17/1985,31,LCB,LCB,CB,76,188 cm,82 kg,Left,3
Uruguay,Nicolás Albarracín,Deportivo Cali,6/11/1993,23,Sub,Sub,CAM/CM,62,182 cm,72 kg,Left,3
Uruguay,Nicolás Lodeiro,Sounders FC,3/21/1989,28,Sub,RM,CAM,79,170 cm,69 kg,Left,4
Uruguay,Nicolás Mezquida,Whitecaps FC,2/21/1992,25,CAM,CAM,CAM/RM,67,168 cm,68 kg,Right,3
Uruguay,Nicolás Milesi,Al Hilal,11/10/1992,24,RDM,RDM,CDM/CB,67,183 cm,75 kg,Right,4
Uruguay,Nicolás Schiappacasse,Atlético Madrid,1/12/1999,18,Res,Res,LW/RW,62,180 cm,73 kg,Right,3
Uruguay,Nicolás Vikonis,Millonarios,4/6/1984,32,Sub,Sub,GK,73,184 cm,76 kg,Left,3
Uruguay,Octavio Rivero,Colo-Colo,1/24/1992,25,Sub,Sub,ST,71,187 cm,82 kg,Right,3
Uruguay,Pablo Cáceres,Puebla,4/22/1985,31,Res,Res,LB,65,179 cm,75 kg,Left,2
Uruguay,Pablo Granoche,La Spezia,9/5/1983,33,Sub,Sub,ST,72,182 cm,82 kg,Right,3
Uruguay,Pablo Míguez,Puebla,6/19/1987,29,Sub,Sub,CM,65,183 cm,81 kg,Right,3
Uruguay,Paulo Lima,Tigre,1/20/1992,25,LCB,LCB,CB,63,182 cm,73 kg,Right,2
Uruguay,Renato César,CD Palestino,8/16/1993,23,Sub,Sub,ST,64,178 cm,72 kg,Right,4
Uruguay,Robert Herrera,Puebla,3/1/1989,28,Sub,Sub,CB,71,185 cm,83 kg,Right,3
Uruguay,Roberto Brum,Mar del Plata,7/5/1983,33,LCM,LCM,CDM,65,174 cm,74 kg,Right,3
Uruguay,Rodrigo Bentancur,Boca Juniors,6/5/1997,19,LCM,LCM,CM,69,185 cm,73 kg,Right,3
Uruguay,Rodrigo Mora,River Plate,10/29/1987,29,Sub,Sub,ST,75,170 cm,74 kg,Right,4
Uruguay,Rodrigo Pastorini,Wanderers,3/4/1990,27,Sub,Sub,CAM/CM,67,186 cm,77 kg,Right,3
Uruguay,Rodrigo Viega,Temperley,8/7/1991,25,Sub,Sub,RM,58,180 cm,75 kg,Right,3
Uruguay,Santiago Bueno,FC Barcelona,11/1/1998,18,Res,Res,CB/CDM,63,189 cm,78 kg,Right,3
Uruguay,Santiago García,Godoy Cruz,9/14/1990,26,Sub,Sub,ST,73,181 cm,80 kg,Right,4
Uruguay,Santiago Silva,Uni. Católica,12/9/1980,36,ST,ST,ST,73,183 cm,84 kg,Right,3
Uruguay,Sebastián Coates,Sporting CP,10/7/1990,26,Sub,RCB,CB,80,196 cm,92 kg,Right,3
Uruguay,Sebastián Cristóforo,Fiorentina,8/23/1993,23,Sub,Sub,CDM/CM,76,173 cm,70 kg,Right,3
Uruguay,Sebastián Fernández,Deportivo Pasto,11/15/1989,27,Res,Res,LM/RM,64,171 cm,74 kg,Right,3
Uruguay,Sebastián Gallegos,CD Cobresal,1/18/1992,25,Res,Res,CAM/CF,66,172 cm,67 kg,Right,3
Uruguay,Sebastián Gorga,G. La Plata,4/6/1994,22,Sub,Sub,CB,65,180 cm,70 kg,Right,3
Uruguay,Sebastián Ramírez,San Luis,5/18/1992,24,LCB,LCB,CB,63,180 cm,75 kg,Right,3
Uruguay,Sebastián Sosa,Monarcas Morelia,8/19/1986,30,Sub,Sub,GK,71,182 cm,79 kg,Right,3
Uruguay,Sebastián Viera,Junior,3/7/1983,34,GK,GK,GK,72,184 cm,86 kg,Right,3
Uruguay,Sergio Rochet,AZ,3/23/1993,24,Sub,Sub,GK,71,190 cm,82 kg,Right,3
Uruguay,Vicente Sánchez,Houston Dynamo,12/7/1979,37,Sub,Sub,RW/LW,69,170 cm,66 kg,Left,4
Uruguay,Víctor García,Boyacá Chicó,12/8/1989,27,GK,GK,GK,64,183 cm,72 kg,Right,3
Uruguay,Walter Alberto López,Benevento,10/15/1985,31,LB,LB,LB/LM,67,182 cm,83 kg,Left,2
Uruguay,Walter Gargano,Monterrey,7/23/1984,32,Sub,Sub,CDM/CM,74,170 cm,64 kg,Right,3
Uruguay,Washington Camacho,Rosario Central,4/8/1986,30,Sub,Sub,LM/CM,72,177 cm,69 kg,Left,4
Uruguay,Álvaro Fernández,Sounders FC,10/11/1985,31,Sub,Sub,CM/LM,68,185 cm,72 kg,Right,4
Uruguay,Álvaro Navarro,Puebla,1/28/1985,32,Sub,Sub,ST,66,186 cm,79 kg,Right,2
Uruguay,Álvaro Pereira,Free Agents,11/28/1985,31,Sub,Res,LB,75,180 cm,78 kg,Left,3
Uruguay,Álvaro Villete,Patriotas,7/1/1991,25,GK,GK,GK,63,188 cm,82 kg,Right,2
Uzbekistan,Fozil Musaev,Iwata,1/2/1989,28,LDM,LDM,CDM/CB,58,183 cm,75 kg,Right,4
Uzbekistan,Vadim Afonin,FC Orenburg,9/29/1987,29,LDM,LDM,CDM/CB,66,176 cm,68 kg,Right,3
Uzbekistan,Vitaliy Denisov,Lokomotiv Moscow,2/23/1987,30,LB,LB,LB,80,178 cm,75 kg,Left,3
Venezuela,Adalberto Peñaranda,Málaga CF,5/31/1997,19,Sub,Sub,ST/LM,75,183 cm,78 kg,Right,3
Venezuela,Alexander González,SD Huesca,9/13/1992,24,RB,RM,RM/LM,72,177 cm,75 kg,Right,4
Venezuela,Andrés Ponce,FC Lugano,11/11/1996,20,Sub,Res,ST,64,182 cm,80 kg,Right,3
Venezuela,Andrés Túñez,Elche CF,3/15/1987,30,LCB,LCB,CB,69,187 cm,83 kg,Left,2
Venezuela,Arquímedes Figuera,Free Agents,10/6/1989,27,Sub,Res,CM,65,172 cm,68 kg,Right,3
Venezuela,Carlos Cermeño,FC Dallas,8/8/1995,21,Sub,Sub,LB,61,165 cm,65 kg,Left,3
Venezuela,Christian Santos,Deport. Alavés,3/24/1988,29,Sub,Sub,ST/CAM,73,184 cm,70 kg,Left,3
Venezuela,Dani Hernández,CD Tenerife,10/21/1985,31,Sub,GK,GK,74,196 cm,85 kg,Right,2
Venezuela,Dany Cure,Once Caldas,4/7/1990,26,RM,RM,RM,73,182 cm,78 kg,Right,3
Venezuela,Darwin Machís,CD Leganés,2/7/1993,24,LM,Sub,LM/ST,73,174 cm,70 kg,Right,4
Venezuela,Edgardo Rito,Patriotas,2/17/1996,21,RB,RB,RB,60,166 cm,63 kg,Right,2
Venezuela,Edwin Peraza,Águilas Doradas,3/11/1993,24,RCB,RCB,CB,60,183 cm,78 kg,Right,2
Venezuela,Fernando Amorebieta,Sporting Gijón,3/29/1985,32,LCB,LCB,CB/LB,75,191 cm,84 kg,Left,3
Venezuela,Fernando Aristeguieta,Nacional,4/9/1992,24,ST,ST,ST,69,188 cm,84 kg,Right,3
Venezuela,Franco Signorelli,La Spezia,1/1/1991,26,Sub,Sub,CM,68,178 cm,68 kg,Right,2
