Rating_Group,Rating,Name,Birth_Date,Age,Age_Group,Nationality,Club,Position,Contract_Expiry,Preferred_Position,Height,Weight,Preferred_Foot,Weak_foot
0-69,55,David Richards,12/31/1993,23,Youngster,Wales,Crewe Alexandra,Goalkeeper,2017.0,GK,190 cm,82 kg,Right,2
0-69,55,Rhys Oates,12/4/1994,22,Youngster,England,Hartlepool,Attacker,2017.0,RM/LM,183 cm,74 kg,Right,3
0-69,55,Aaron McGowan,7/24/1996,20,Youngster,England,Morecambe,Defender,2018.0,RB/LB,180 cm,80 kg,Right,3
0-69,55,Madallah Al Olayan,10/25/1994,22,Youngster,Saudi Arabia,Al Taawoun,Midfielder,2022.0,CDM,170 cm,68 kg,Right,2
0-69,55,Jordan Tillson,3/5/1993,24,Youngster,England,Exeter City,Defender,2022.0,CB/CM,183 cm,67 kg,Right,2
0-69,55,Safwan Hawsawi,4/23/1992,24,Youngster,Saudi Arabia,Al Taawoun,Defender,2022.0,CB,185 cm,80 kg,Right,2
0-69,55,Bevis Mugabi,5/1/1995,21,Youngster,England,Yeovil Town,Defender,2017.0,CB/CDM,189 cm,75 kg,Right,3
0-69,56,Abdulelah Al Nassar,7/6/1991,25,Normal,Saudi Arabia,Al Nassr,Midfielder,2022.0,LM/LW,172 cm,62 kg,Right,3
0-69,55,Josh Lelan,12/21/1994,22,Youngster,Kenya,Crawley Town,Defender,2018.0,RB/CB,185 cm,70 kg,Right,3
0-69,55,Granit Buzuku,7/10/1993,23,Youngster,Sweden,GIF Sundsvall,Midfielder,2022.0,CAM,182 cm,75 kg,Right,3
0-69,55,Marc Ludden,2/28/1990,27,Normal,Republic of Ireland,Galway United,Defender,2017.0,LB/LM,179 cm,72 kg,Left,2
0-69,55,Lewis Horner,2/1/1992,25,Normal,England,Inverness CT,Defender,2017.0,RB,180 cm,75 kg,Right,2
0-69,55,James Rowe,10/21/1991,25,Normal,England,Cheltenham Town,Midfielder,2017.0,CM,180 cm,65 kg,Right,3
0-69,55,Dinny Corcoran,2/13/1989,28,Normal,Republic of Ireland,Bohemian FC,Attacker,2017.0,ST,184 cm,82 kg,Right,3
0-69,55,Freddy Mveng,5/29/1992,24,Youngster,Switzerland,FC Sion,Midfielder,2017.0,CDM/RB,176 cm,80 kg,Right,3
0-69,55,Ivan Pedrelli,4/8/1986,30,Normal,Italy,Cittadella,Defender,2017.0,RB/RWB,182 cm,77 kg,Right,3
0-69,55,Naohiro Ishikawa,5/12/1981,35,Old,Japan,FC Tokyo,Attacker,2021.0,RW,175 cm,70 kg,Right,4
0-69,54,Darlyn Dávila,6/19/1997,19,Youngster,Colombia,Atlético Huila,Midfielder,2020.0,CDM,184 cm,67 kg,Right,3
0-69,54,Paxton Pomykal,12/17/1999,17,Youngster,United States,FC Dallas,Midfielder,2020.0,CM,170 cm,66 kg,Right,3
0-69,54,David Camacho,6/12/1997,19,Youngster,Colombia,La Equidad,Midfielder,2020.0,CM,178 cm,72 kg,Right,3
0-69,54,Jakub Żubrowski,3/21/1992,25,Normal,Poland,Korona Kielce,Midfielder,2018.0,CDM,181 cm,73 kg,Right,2
0-69,54,Jhorman Yepes,7/15/1996,20,Youngster,Colombia,Al. Petrolera,Attacker,2020.0,ST,168 cm,65 kg,Right,3
0-69,54,Teruki Hara,7/30/1998,18,Youngster,Japan,Albirex Niigata,Midfielder,2020.0,CM,178 cm,75 kg,Right,3
0-69,54,Jonas Elkjær,6/5/1997,19,Youngster,Denmark,Lyngby BK,Goalkeeper,2020.0,GK,190 cm,79 kg,Right,3
0-69,54,Moussa Sane,1/18/1997,20,Youngster,Senegal,Orlando City,Attacker,2020.0,ST,175 cm,73 kg,Right,2
0-69,54,Tobias Gran,11/25/1998,18,Youngster,Norway,Lillestrøm SK,Attacker,2020.0,ST,178 cm,79 kg,Right,3
0-69,54,Joaquín Romo,11/9/1999,17,Youngster,Chile,CD Palestino,Attacker,2020.0,ST/CAM,168 cm,62 kg,Right,3
0-69,54,Brandt Bronico,6/19/1995,21,Youngster,United States,Chicago Fire,Midfielder,2017.0,RM,172 cm,70 kg,Right,3
0-69,54,Juan Pablo Otálvaro,12/11/1997,19,Youngster,Colombia,Águilas Doradas,Midfielder,2020.0,CAM,174 cm,68 kg,Right,3
0-69,54,Mark Harris,12/29/1998,18,Youngster,Wales,Cardiff City,Midfielder,2020.0,CAM/RM,178 cm,73 kg,Right,2
0-69,54,Ibrahim Meite,7/29/1996,20,Youngster,England,Cardiff City,Attacker,2018.0,ST,185 cm,72 kg,Left,2
0-69,54,Sam Jones,9/18/1991,25,Normal,Wales,Grimsby Town,Midfielder,2020.0,CM/RM/LM,185 cm,78 kg,Right,3
0-69,54,Dane Ingham,6/8/1999,17,Youngster,New Zealand,Brisbane Roar,Defender,2017.0,RB/RW,175 cm,65 kg,Right,3
0-69,54,Mateusz Jarzynka,6/3/1998,18,Youngster,Poland,Cracovia,Defender,2020.0,CB/RB,186 cm,75 kg,Right,2
0-69,54,Jhon Ramos,1/21/1998,19,Youngster,Colombia,Patriotas,Attacker,2020.0,ST,178 cm,70 kg,Right,3
0-69,54,Alessio Zerbin,3/3/1999,18,Youngster,Italy,Napoli,Attacker,2019.0,LW,182 cm,80 kg,Right,3
0-69,54,Eber Díaz,4/30/1996,20,Youngster,Colombia,Jaguares,Attacker,2019.0,ST,178 cm,72 kg,Right,2
0-69,54,Naoki Kawaguchi,5/4/1994,22,Youngster,Japan,Albirex Niigata,Defender,2020.0,RB,177 cm,72 kg,Right,3
0-69,54,Adi Mehremic,4/26/1992,24,Youngster,Bosnia Herzegovina,SKN St. Pölten,Defender,2019.0,LB,189 cm,85 kg,Left,3
0-69,54,Dylan Nguene Bikey,2/18/1995,22,Youngster,France,Hearts,Attacker,2017.0,ST,180 cm,69 kg,Right,2
0-69,54,Alfons Sampsted,4/6/1998,18,Youngster,Iceland,IFK Norrköping,Defender,2020.0,RB/LB,182 cm,74 kg,Right,3
0-69,54,Dominic Brown-Hill,6/1/1999,17,Youngster,England,Notts County,Midfielder,2017.0,CM/CDM,183 cm,79 kg,Right,3
0-69,54,William Popp,10/21/1994,22,Youngster,Japan,Kawasaki Front.,Goalkeeper,2020.0,GK,192 cm,89 kg,Right,3
0-69,54,Dan Metzger,8/6/1993,23,Youngster,United States,NY Red Bulls,Midfielder,2020.0,CDM/CM,175 cm,70 kg,Right,2
0-69,54,Pierre Da Silva,7/28/1998,18,Youngster,United States,Orlando City,Midfielder,2020.0,CAM,175 cm,66 kg,Left,3
0-69,54,Leo Bengtsson,2/17/1998,19,Youngster,Sweden,Hammarby IF,Midfielder,2019.0,RM,179 cm,65 kg,Right,3
0-69,54,Nicke Kabamba,2/1/1993,24,Youngster,England,Portsmouth,Attacker,2018.0,ST,191 cm,75 kg,Right,3
0-69,54,Michael Amick,4/2/1995,21,Youngster,United States,Portland,Defender,2020.0,CB,183 cm,77 kg,Right,2
0-69,54,Francis de Vries,11/28/1994,22,Youngster,New Zealand,Whitecaps FC,Defender,2020.0,CB/CDM,188 cm,80 kg,Left,2
0-69,54,Juan Giraldo,1/31/1997,20,Youngster,Colombia,Deportivo Cali,Midfielder,2020.0,CDM,182 cm,78 kg,Right,3
0-69,54,Alonso Rodriguez,12/15/1998,18,Youngster,Chile,Uni. de Chile,Defender,2022.0,CB,172 cm,75 kg,Right,2
0-69,54,Kenton Richardson,6/26/1999,17,Youngster,England,Hartlepool,Defender,2020.0,RB,175 cm,70 kg,Right,3
0-69,54,Humberto Acevedo,5/23/1997,19,Youngster,Colombia,Deportivo Cali,Goalkeeper,2020.0,GK,184 cm,78 kg,Right,3
0-69,54,Daleho Irandust,6/4/1998,18,Youngster,Sweden,BK Häcken,Midfielder,2017.0,CAM,185 cm,73 kg,Left,3
0-69,54,Francisco Romero,3/8/1999,18,Youngster,Argentina,Belgrano,Midfielder,2019.0,CDM,179 cm,76 kg,Right,2
0-69,54,Souleymane Koné,5/1/1996,20,Youngster,Ivory Coast,Djurgårdens IF,Defender,2019.0,CB,192 cm,83 kg,Left,3
0-69,54,Luca Maniero,7/11/1998,18,Youngster,Italy,Cittadella,Midfielder,2018.0,CM/CDM,176 cm,71 kg,Right,3
0-69,54,Maximiliano Algañaraz,7/14/1996,20,Youngster,Argentina,San Juan,Midfielder,2020.0,CDM,183 cm,76 kg,Left,2
0-69,54,Tomislav Bilic,9/1/1997,19,Youngster,Australia,Brisbane Roar,Goalkeeper,2017.0,GK,190 cm,80 kg,Right,2
0-69,54,Przemysław Porębski,6/30/1998,18,Youngster,Poland,Wisła Kraków,Midfielder,2017.0,CAM,170 cm,62 kg,Right,3
0-69,54,Michel Aebischer,1/6/1997,20,Youngster,Switzerland,BSC Young Boys,Midfielder,2020.0,CDM/CM,180 cm,75 kg,Right,3
0-69,54,Bruno Leite,3/21/1995,22,Youngster,Norway,FK Haugesund,Midfielder,2020.0,CM,180 cm,75 kg,Right,3
0-69,54,Youssef Maleh,8/22/1998,18,Youngster,Italy,Cesena,Midfielder,2020.0,CM,177 cm,74 kg,Right,2
0-69,54,Iván Angulo,3/22/1999,18,Youngster,Colombia,Envigado,Midfielder,2020.0,RM,170 cm,62 kg,Right,3
0-69,54,Jonas Dakir,4/18/1997,19,Youngster,Denmark,Randers FC,Goalkeeper,2020.0,GK,186 cm,67 kg,Right,3
0-69,54,Ahmed Al Najai,1/18/1995,22,Youngster,Saudi Arabia,Al Faisaly,Defender,2020.0,CB,170 cm,65 kg,Right,3
0-69,54,Julián Guerrero,6/29/1996,20,Youngster,Colombia,Fortaleza FC,Defender,2020.0,RB,177 cm,73 kg,Right,3
0-69,54,Andrea Punzi,3/2/1997,20,Youngster,Italy,Palermo,Defender,2018.0,CB,182 cm,77 kg,Right,2
0-69,54,Simone Giuliano,4/28/1997,19,Youngster,Italy,Palermo,Defender,2018.0,LB/CB,180 cm,74 kg,Left,3
0-69,54,Alessandro Santopadre,10/4/1998,18,Youngster,Italy,Perugia,Goalkeeper,2020.0,GK,185 cm,75 kg,Left,3
0-69,54,Halldor Stenevik,2/2/2000,17,Youngster,Norway,SK Brann,Attacker,2018.0,LW,183 cm,65 kg,Right,3
0-69,54,Ibrahim Hajtic,4/4/1998,18,Youngster,Bosnia Herzegovina,1. FC Heidenheim,Defender,2017.0,CB,193 cm,83 kg,Right,3
0-69,54,Elia Benedettini,6/22/1995,21,Youngster,San Marino,Novara,Goalkeeper,2019.0,GK,189 cm,90 kg,Right,2
0-69,54,Juan David Díaz,3/27/1997,20,Youngster,Colombia,Boyacá Chicó,Midfielder,2020.0,LM,180 cm,76 kg,Right,3
0-69,54,Rory Currie,2/20/1998,19,Youngster,Scotland,Hearts,Attacker,2020.0,ST,182 cm,70 kg,Right,3
0-69,54,Seth Owens,12/17/1997,19,Youngster,England,AFC Wimbledon,Defender,2017.0,LB/CB,178 cm,64 kg,Left,3
0-69,54,Germanpreet Singh,6/24/1996,20,Youngster,India,Free Agents,Midfielder,2020.0,CM,178 cm,72 kg,Right,3
0-69,54,Daniel Lalhlimpuia,9/12/1997,19,Youngster,India,Free Agents,Attacker,2020.0,ST/RW,184 cm,76 kg,Right,3
0-69,54,Patryk Mucha,9/11/1997,19,Youngster,Poland,Zagłębie Lubin,Midfielder,2020.0,CM,178 cm,65 kg,Right,4
0-69,54,Andrew Nelson,9/1/1997,19,Youngster,England,Hartlepool,Attacker,2018.0,ST,180 cm,78 kg,Right,2
0-69,54,Mattia Tumminelli,8/12/1997,19,Youngster,Italy,Trapani,Defender,2020.0,CB/RM,183 cm,70 kg,Right,2
0-69,54,Raffaele Giacobbe,11/30/1996,20,Youngster,Italy,Pisa,Goalkeeper,2020.0,GK,188 cm,80 kg,Right,2
0-69,54,Antonio Rosti,10/23/1993,23,Youngster,Italy,Salerno,Goalkeeper,2020.0,GK,186 cm,77 kg,Right,2
0-69,54,Callum Cockerill-Mollett,1/15/1999,18,Youngster,England,Walsall,Defender,2018.0,LB,178 cm,70 kg,Left,2
0-69,54,Harry Smith,5/18/1995,21,Youngster,England,Millwall,Attacker,2018.0,ST,188 cm,85 kg,Right,3
0-69,54,Antonio Ramírez,11/3/1998,18,Youngster,Chile,CD Huachipato,Attacker,2020.0,ST,178 cm,69 kg,Right,3
0-69,54,Strefezza,4/18/1997,19,Youngster,Brazil,Spal,Attacker,2017.0,RW/RM,175 cm,70 kg,Right,2
0-69,54,Hassan Dhaifallah,4/3/1994,22,Youngster,Saudi Arabia,Al Raed,Midfielder,2020.0,CM,173 cm,67 kg,Right,3
0-69,54,Abdullah Al Zahrani,9/18/1993,23,Youngster,Saudi Arabia,Al Raed,Goalkeeper,2018.0,GK,186 cm,80 kg,Right,2
0-69,54,Lukas Skrivanek,2/1/1997,20,Youngster,Austria,SK Sturm Graz,Defender,2017.0,LB/LM,173 cm,67 kg,Left,2
0-69,54,Marcus Enström,1/7/1997,20,Youngster,Sweden,Djurgårdens IF,Defender,2017.0,CB,188 cm,85 kg,Right,3
0-69,54,Jacob Bedeau,12/24/1999,17,Youngster,England,Aston Villa,Defender,2019.0,CB/LB,182 cm,78 kg,Left,3
0-69,54,Bai Antoniou,6/4/1997,19,Youngster,Australia,Sydney FC,Attacker,2017.0,ST/LB,176 cm,69 kg,Left,3
0-69,54,Charles Lokolingoy,3/2/1997,20,Youngster,Australia,Sydney FC,Attacker,2017.0,ST/RW,188 cm,81 kg,Right,3
0-69,54,Jiri Koski,4/20/1995,21,Youngster,Finland,HJK Helsinki,Goalkeeper,2020.0,GK,188 cm,78 kg,Right,3
0-69,54,Hussain Ali Al Jasim,8/13/1994,22,Youngster,Saudi Arabia,Al Fateh,Attacker,2020.0,ST,173 cm,65 kg,Right,3
0-69,54,Dario Maresic,9/29/1999,17,Youngster,Austria,SK Sturm Graz,Defender,2020.0,CB,183 cm,76 kg,Right,2
0-69,54,Randi Goteni,7/5/1995,21,Youngster,Congo,ES Troyes AC,Midfielder,2020.0,CM,189 cm,84 kg,Right,2
0-69,54,Marcus Godinho,6/28/1997,19,Youngster,Canada,Hearts,Defender,2018.0,RB,178 cm,70 kg,Right,2
0-69,54,Manuel Cabit,6/3/1993,23,Youngster,France,AC Ajaccio,Defender,2018.0,LB,180 cm,75 kg,Left,3
0-69,54,Martin Ove Roseth,7/10/1998,18,Youngster,Norway,Molde FK,Defender,2017.0,CB/LB,180 cm,70 kg,Left,3
0-69,54,Moritz Hischier,4/20/1997,19,Youngster,Switzerland,FC Thun,Midfielder,2020.0,CM/CDM,186 cm,79 kg,Right,3
0-69,54,Benjamin Ozegovic,8/9/1999,17,Youngster,Austria,SCR Altach,Goalkeeper,2019.0,GK,184 cm,78 kg,Right,3
0-69,54,Allan Firmino Dantas,1/28/1997,20,Youngster,Germany,Arminia Bielefeld,Midfielder,2018.0,CAM,178 cm,76 kg,Right,3
0-69,54,Curtis Yebli,3/30/1997,20,Youngster,France,Bari,Midfielder,2020.0,CM,178 cm,75 kg,Right,2
0-69,54,Dayle Southwell,10/20/1993,23,Youngster,England,Wycombe,Attacker,2018.0,ST,180 cm,80 kg,Right,3
0-69,54,Robert Jendrusch,5/28/1996,20,Youngster,Germany,Erzgebirge Aue,Goalkeeper,2017.0,GK,191 cm,82 kg,Right,3
0-69,54,Titas Krapikas,1/3/1999,18,Youngster,Lithuania,Sampdoria,Goalkeeper,2019.0,GK,195 cm,85 kg,Right,2
0-69,54,Joaquín Esquivel,1/7/1998,19,Youngster,Mexico,Pachuca,Defender,2020.0,CB,177 cm,64 kg,Right,3
0-69,54,Gregor Kobel,12/6/1997,19,Youngster,Switzerland,1899 Hoffenheim,Goalkeeper,2020.0,GK,193 cm,90 kg,Right,2
0-69,54,Adrian Uniat,3/16/1997,20,Youngster,Poland,Korona Kielce,Midfielder,2018.0,CAM,171 cm,67 kg,Right,3
0-69,54,Alfred Ajdarević,6/20/1998,18,Youngster,Albania,Örebro SK,Midfielder,2021.0,LM,186 cm,71 kg,Left,2
0-69,54,Nicklas Shipnoski,1/1/1998,19,Youngster,Germany,Kaiserslautern,Midfielder,2019.0,RM/ST,184 cm,68 kg,Right,3
0-69,54,Rickson Mansiamina,7/9/1997,19,Youngster,Sweden,AIK,Midfielder,2018.0,LM/RM,170 cm,75 kg,Right,2
0-69,54,Leon Jankowski,8/30/1998,18,Youngster,Poland,1. FC Heidenheim,Goalkeeper,2020.0,GK,185 cm,80 kg,Right,3
0-69,54,Stefan Knezevic,10/30/1996,20,Youngster,Switzerland,FC Luzern,Defender,2018.0,CB/CDM,187 cm,81 kg,Right,2
0-69,54,Rayan Senhadji,6/13/1997,19,Youngster,France,FC Sochaux,Defender,2019.0,CB,185 cm,80 kg,Right,3
0-69,54,Jean Ruiz,4/6/1998,18,Youngster,France,FC Sochaux,Midfielder,2019.0,CDM,188 cm,80 kg,Right,3
0-69,54,Song Ju Hun,1/13/1994,23,Youngster,Korea Republic,Albirex Niigata,Defender,2020.0,CB,190 cm,83 kg,Left,3
0-69,54,Connor Stevens,1/9/1998,19,Youngster,England,Watford,Defender,2017.0,CB,187 cm,79 kg,Left,2
0-69,54,Brandon Mason,9/30/1997,19,Youngster,England,Watford,Defender,2017.0,LB,175 cm,70 kg,Left,2
0-69,54,Samuele Campo,7/6/1995,21,Youngster,Switzerland,FC Lausanne,Midfielder,2018.0,CM/CAM,177 cm,70 kg,Left,3
0-69,54,Maximilian Göppel,8/31/1997,19,Youngster,Liechtenstein,FC Vaduz,Defender,2019.0,LB,179 cm,70 kg,Left,2
0-69,54,Marvin Pfründer,1/28/1994,23,Youngster,Switzerland,FC Vaduz,Defender,2018.0,RB,186 cm,80 kg,Right,3
0-69,54,Kacy Butterfield,1/24/1998,19,Youngster,Bermuda,Walsall,Midfielder,2017.0,CDM/CM,193 cm,75 kg,Right,2
0-69,54,Jens Odgaard,3/31/1999,17,Youngster,Denmark,Lyngby BK,Attacker,2018.0,ST/RM,188 cm,77 kg,Left,3
0-69,54,Peter Brandl,7/17/1988,28,Normal,Austria,SKN St. Pölten,Midfielder,2017.0,CM/CDM,170 cm,63 kg,Right,3
0-69,54,Kasper Enghardt,5/27/1992,24,Youngster,Denmark,Randers FC,Midfielder,2019.0,CM/CB,186 cm,79 kg,Left,2
0-69,54,Dorian Grange,5/10/1996,20,Youngster,France,Olym. Lyonnais,Goalkeeper,2017.0,GK,184 cm,75 kg,Right,2
0-69,54,Saku Ylätupa,8/4/1999,17,Youngster,Finland,HJK Helsinki,Attacker,2020.0,RW,171 cm,67 kg,Right,3
0-69,54,Callum Stanton,1/2/1998,19,Youngster,England,Bournemouth,Goalkeeper,2017.0,GK,185 cm,64 kg,Right,2
0-69,54,Taiyo Koga,10/28/1998,18,Youngster,Japan,Kashiwa Reysol,Defender,2020.0,CB,182 cm,81 kg,Left,3
0-69,54,Dany Mota,5/2/1998,18,Youngster,Portugal,Brisigonza,Attacker,2019.0,RW/LW,180 cm,70 kg,Right,3
0-69,54,Mohamed Al Otaibi,5/11/1993,23,Youngster,Saudi Arabia,Al Wehda,Midfielder,2020.0,LM,173 cm,57 kg,Left,2
0-69,54,Ryan Tierney,1/30/1998,19,Youngster,Scotland,Hamilton,Attacker,2018.0,ST,178 cm,70 kg,Right,3
0-69,54,Lee Chang Moo,3/1/1993,24,Youngster,Korea Republic,Suwon FC,Defender,2018.0,RB,177 cm,72 kg,Right,3
0-69,54,Kristian Strande,10/3/1997,19,Youngster,Norway,Molde FK,Defender,2020.0,CB/RB,185 cm,75 kg,Right,3
0-69,54,Charles Pickel,5/15/1997,19,Youngster,Switzerland,Grasshopper,Midfielder,2021.0,CM/CDM,184 cm,76 kg,Right,3
0-69,54,Tom Marriott,12/13/1998,18,Youngster,England,Mansfield Town,Midfielder,2017.0,CAM/RM,174 cm,71 kg,Right,3
0-69,54,Bence Verebelyi,2/19/1997,20,Youngster,Sweden,Jönköpings Södra IF,Goalkeeper,2020.0,GK,181 cm,80 kg,Right,3
0-69,54,Julius Lindgren,7/17/1997,19,Youngster,Sweden,IFK Norrköping,Goalkeeper,2017.0,GK,184 cm,80 kg,Right,3
0-69,54,Brayan Torres,1/23/1998,19,Youngster,Colombia,Fortaleza FC,Midfielder,2020.0,LM,179 cm,67 kg,Left,2
0-69,54,Khius Metz,9/19/1997,19,Youngster,Republic of Ireland,Burnley,Attacker,2017.0,ST,180 cm,65 kg,Right,2
0-69,54,Abdul-Basit Agouda,5/26/1999,17,Youngster,Norway,Strømsgodset IF,Attacker,2017.0,ST,179 cm,70 kg,Right,3
0-69,54,Markus Olsen Pettersen,12/2/1999,17,Youngster,Norway,SK Brann,Goalkeeper,2018.0,GK,188 cm,83 kg,Right,2
0-69,54,Pierre Magnon,5/9/1996,20,Youngster,France,Stade Brestois,Midfielder,2017.0,RM/LM,179 cm,69 kg,Right,3
0-69,54,Isaac Fara,9/20/1997,19,Youngster,Colombia,Al. Petrolera,Defender,2020.0,RB,189 cm,88 kg,Right,2
0-69,54,Ethan Boyle,4/1/1997,19,Youngster,Republic of Ireland,Finn Harps,Midfielder,2017.0,RB/LB/CM,180 cm,80 kg,Right,2
0-69,54,Corey Addai,10/10/1997,19,Youngster,Ghana,Coventry City,Goalkeeper,2018.0,GK,193 cm,72 kg,Right,2
0-69,54,Andreas Skovgaard,5/27/1997,19,Youngster,Denmark,FC Nordsjælland,Defender,2018.0,CB,184 cm,75 kg,Left,3
0-69,54,Miki Yamane,12/22/1993,23,Youngster,Japan,Shonan Bellmare,Midfielder,2020.0,CM,178 cm,69 kg,Right,4
0-69,54,Maziar Kouhyar,9/30/1997,19,Youngster,Afghanistan,Walsall,Midfielder,2019.0,LM,180 cm,69 kg,Right,3
0-69,54,Jordon Sangha,1/1/1998,19,Youngster,England,Walsall,Midfielder,2019.0,CM,183 cm,69 kg,Right,2
0-69,54,Cheick Timite,11/20/1997,19,Youngster,Ivory Coast,AC Ajaccio,Attacker,2020.0,ST/RW,180 cm,75 kg,Right,3
0-69,54,Gustavo Santos,6/25/1996,20,Youngster,Brazil,Nagoya,Attacker,2020.0,ST,177 cm,77 kg,Right,3
0-69,56,Franco Pizzicanella,5/29/1996,20,Youngster,Argentina,Atlético Tucumán,Goalkeeper,2020.0,GK,183 cm,84 kg,Right,2
0-69,54,Anderson Peña,4/25/1998,18,Youngster,Colombia,Boyacá Chicó,Defender,2020.0,RB/CB,178 cm,70 kg,Right,3
0-69,54,Ciaran Nugent,10/27/1991,25,Normal,United States,Galway United,Goalkeeper,2017.0,GK,186 cm,70 kg,Right,3
0-69,54,Koki Shimosaka,9/25/1993,23,Youngster,Japan,Avispa Fukuoka,Defender,2020.0,RB,174 cm,67 kg,Right,3
0-69,54,Koki Oshima,5/30/1996,20,Youngster,Japan,Kashiwa Reysol,Attacker,2020.0,ST,177 cm,66 kg,Right,3
0-69,54,Abdulrahman Al Dawsari,9/25/1997,19,Youngster,Saudi Arabia,Al Nassr,Midfielder,2021.0,CDM,172 cm,64 kg,Right,3
0-69,54,Yoichi Naganuma,4/14/1997,19,Youngster,Japan,Sanfrecce Hiroshima,Midfielder,2020.0,CM,177 cm,66 kg,Right,3
0-69,54,Toshiya Tanaka,12/2/1997,19,Youngster,Japan,Kashima Antlers,Midfielder,2020.0,CM,175 cm,65 kg,Right,3
0-69,54,Tsubasa Oya,8/13/1986,30,Normal,Japan,Omiya Ardija,Defender,2020.0,LB/CDM,180 cm,79 kg,Left,3
0-69,54,Ayumi Niekawa,5/12/1994,22,Youngster,Japan,Sagan Tosu,Goalkeeper,2020.0,GK,195 cm,90 kg,Right,3
0-69,54,Muteb Al Mufarrij,8/19/1996,20,Youngster,Saudi Arabia,Al Hilal,Defender,2020.0,CB,181 cm,67 kg,Left,2
0-69,54,Marwan Al Haidari,4/12/1996,20,Youngster,Saudi Arabia,Al Hilal,Goalkeeper,2020.0,GK,188 cm,86 kg,Right,2
0-69,54,Akito Takagi,8/4/1997,19,Youngster,Japan,Gamba Osaka,Attacker,2020.0,ST,175 cm,65 kg,Right,3
0-69,54,Yasumasa Kawasaki,8/20/1992,24,Youngster,Japan,Sanfrecce Hiroshima,Defender,2020.0,CB,175 cm,69 kg,Right,2
0-69,54,Yuta Ito,9/18/1992,24,Youngster,Japan,Albirex Niigata,Midfielder,2017.0,CM,172 cm,67 kg,Left,3
0-69,54,Goro Kawanami,4/30/1991,25,Normal,Japan,Albirex Niigata,Goalkeeper,2017.0,GK,193 cm,84 kg,Right,3
0-69,54,Koki Sugimori,4/5/1997,19,Youngster,Japan,Nagoya,Midfielder,2020.0,LM/LW,172 cm,62 kg,Left,3
0-69,54,Ryohei Okazaki,4/25/1992,24,Youngster,Japan,Shonan Bellmare,Defender,2020.0,CB,185 cm,78 kg,Right,3
0-69,60,Ryotaro Hironaga,1/9/1990,27,Normal,Japan,Sanfrecce Hiroshima,Goalkeeper,2017.0,GK,186 cm,82 kg,Left,2
0-69,54,Takumi Sasaki,3/30/1998,19,Youngster,Japan,Vegalta Sendai,Midfielder,2020.0,CAM,166 cm,59 kg,Right,3
0-69,54,Javier Orobio,7/3/1996,20,Youngster,Colombia,Atlético Bucaramanga,Goalkeeper,2020.0,GK,185 cm,80 kg,Right,2
0-69,54,Haruki Fukushima,4/8/1993,23,Youngster,Japan,Urawa Diamonds,Goalkeeper,2020.0,GK,182 cm,78 kg,Left,2
0-69,54,Kim Jeong Hyeon,6/1/1993,23,Youngster,Korea Republic,GwangJu FC,Midfielder,2020.0,CM,185 cm,74 kg,Right,3
0-69,54,Steven Rinic,3/21/1999,18,Youngster,France,SCR Altach,Midfielder,2020.0,CAM,173 cm,62 kg,Right,3
0-69,54,Erik Zetterberg,2/16/1997,20,Youngster,Sweden,Falkenbergs FF,Midfielder,2018.0,CM,178 cm,75 kg,Right,3
0-69,54,Benjamin Zalo,2/19/1998,19,Youngster,Norway,IFK Göteborg,Defender,2018.0,CB,196 cm,82 kg,Right,3
0-69,54,Kristian Rutlin,6/14/1999,17,Youngster,Norway,Sogndal,Goalkeeper,2019.0,GK,181 cm,66 kg,Right,3
0-69,54,Zach Mathers,4/14/1994,22,Youngster,United States,Sounders FC,Midfielder,2020.0,CAM/CM,180 cm,78 kg,Left,3
0-69,54,Lukas Lämmel,9/8/1997,19,Youngster,Germany,Union Berlin,Midfielder,2018.0,CM,179 cm,70 kg,Right,4
0-69,54,Christian Lucatero,6/17/1997,19,Youngster,United States,Houston Dynamo,Midfielder,2020.0,CM,175 cm,66 kg,Right,3
0-69,54,Valentino Müller,1/19/1999,18,Youngster,Austria,SCR Altach,Midfielder,2018.0,CM,175 cm,68 kg,Right,3
0-69,54,Keinan Davis,2/13/1998,19,Youngster,England,Aston Villa,Attacker,2019.0,ST,179 cm,68 kg,Right,2
0-69,54,Zayn Hakeem,2/15/1999,18,Youngster,England,Mansfield Town,Attacker,2018.0,ST/LW,188 cm,72 kg,Left,3
0-69,54,Arnel Jakupovic,5/29/1998,18,Youngster,Austria,Empoli,Attacker,2021.0,ST/LW,186 cm,70 kg,Left,3
0-69,54,Gareth Harkin,12/19/1987,29,Normal,Republic of Ireland,Finn Harps,Defender,2017.0,CM/LB,180 cm,78 kg,Left,2
0-69,54,Lloyd Kelly,10/6/1998,18,Youngster,England,Bristol City,Defender,2017.0,LB,182 cm,70 kg,Right,3
0-69,54,Abdullah Al Mohammed,3/12/1992,25,Normal,Saudi Arabia,Al Khaleej,Midfielder,2020.0,CDM,176 cm,71 kg,Right,3
0-69,54,Jean-Baptiste Léo,5/3/1996,20,Youngster,France,FC Sochaux,Attacker,2017.0,ST,187 cm,78 kg,Right,3
0-69,54,Jamal Reiners,5/19/1998,18,Youngster,Australia,Perth Glory,Attacker,2017.0,ST/LM,179 cm,67 kg,Left,3
0-69,54,Matt Penney,2/11/1998,19,Youngster,England,Bradford City,Defender,2018.0,LB,174 cm,64 kg,Left,3
